name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
raipur chhattisgarh,2025-08-25T14:00:00,23.4,23.4,22.4,94.5,0,74.2,rain,0,0,39.6,22.1,246.3,998.7,100,23.7,41,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T15:00:00,23.4,23.4,22.4,94.12,0.4,74.2,rain,0,0,41.8,23.8,246,998,100,23.5,45,0.2,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T16:00:00,23.4,23.4,22.3,93.74,0,74.2,rain,0,0,43.6,23.6,246,998.3,100,20.5,38.7,0.2,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T17:00:00,23.4,23.4,22.2,93.36,0,74.2,rain,0,0,45.4,23.5,246.1,998.7,100,17.6,32.3,0.1,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T18:00:00,23.4,23.4,22.2,92.98,1.1,74.2,rain,0,0,47.2,23.4,246.1,999,100,14.6,26,0.1,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T19:00:00,23.4,23.4,22.2,93.17,0,45.2,rain,0,0,46.4,22.6,245.5,999.7,100,17.8,17.3,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T20:00:00,23.4,23.4,22.2,93.36,0,45.2,rain,0,0,45.7,21.7,244.8,1000.3,100,20.9,8.7,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T21:00:00,23.4,23.4,22.3,93.55,0.3,45.2,rain,0,0,45,20.9,244.2,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T22:00:00,23.3,23.3,22.3,93.74,0,45.2,rain,0,0,43.8,20.5,244.2,1001,100,22.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T23:00:00,23.3,23.3,22.3,93.93,0,45.2,rain,0,0,42.6,20.2,244.2,1001,100,20.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T00:00:00,23.3,23.3,22.3,94.12,0.1,45.2,rain,0,0,41.4,19.8,244.2,1001,100,18.3,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T01:00:00,23.2,23.2,22.2,94.3,0,71,rain,0,0,41.4,19.8,246.4,1000.7,100,18,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T02:00:00,23.1,23.1,22.1,94.49,0,71,rain,0,0,41.4,19.8,248.7,1000.3,100,17.7,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T03:00:00,23,23,22.1,94.68,0.8,71,rain,0,0,41.4,19.8,250.9,1000,100,17.4,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T04:00:00,22.9,22.9,22,94.49,0,71,rain,0,0,41.6,20,250.5,1000.3,100,17,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T05:00:00,22.9,22.9,21.9,94.29,0,71,rain,0,0,41.9,20.3,250,1000.7,100,16.6,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T06:00:00,22.9,22.9,21.9,94.1,0.8,71,rain,0,0,42.1,20.5,249.6,1001,100,16.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T07:00:00,22.9,22.9,21.9,94.1,0,51.6,rain,0,0,41.8,20.5,249.1,1001.7,100,17.7,2,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T08:00:00,22.9,22.9,21.9,94.1,0,51.6,rain,0,0,41.4,20.5,248.7,1002.3,100,19.3,4,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T09:00:00,23,23,22,94.1,2.5,51.6,rain,0,0,41,20.5,248.2,1003,100,20.8,6,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T10:00:00,23.2,23.2,22,92.97,0,51.6,rain,0,0,39.8,21,248,1003,100,21.7,34,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T11:00:00,23.4,23.4,22,91.86,0,51.6,rain,0,0,38.6,21.5,247.8,1003,99.9,22.7,62,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T12:00:00,23.7,23.7,22.1,90.76,0.2,51.6,rain,0,0,37.4,22,247.6,1003,99.9,23.6,90,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T13:00:00,23.7,23.7,22.1,90.58,0,67.7,rain,0,0,36,20.3,249.2,1002.3,99.9,23.8,105.3,0.4,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T14:00:00,23.8,23.8,22.1,90.4,0,67.7,rain,0,0,34.6,18.6,250.7,1001.7,100,23.9,120.7,0.4,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T15:00:00,23.9,23.9,22.2,90.22,0.1,67.7,rain,0,0,33.1,16.9,252.3,1001,100,24.1,136,0.5,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T16:00:00,24,24,22.3,90.6,0,67.7,rain,0,0,28,13.9,245.3,1001,78.2,24.1,113.7,0.4,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-26T17:00:00,24.1,24.1,22.5,90.97,0,67.7,rain,0,0,22.8,10.9,238.3,1001,56.4,24.1,91.3,0.3,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-26T18:00:00,24.2,24.2,22.7,91.35,0.1,67.7,rain,0,0,17.6,7.9,231.3,1001,34.6,24.1,69,0.2,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-26T19:00:00,24.1,24.1,22.7,91.9,0,54.8,rain,0,0,17.2,8.3,229.4,1001.7,56.4,24.1,46,0.1,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-26T20:00:00,24,24,22.7,92.45,0,54.8,rain,0,0,16.7,8.6,227.4,1002.3,78.2,24.1,23,0.1,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-26T21:00:00,24,24,22.8,93.01,0.1,54.8,rain,0,0,16.2,9,225.5,1003,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T22:00:00,23.9,23.9,22.8,93.39,0,54.8,rain,0,0,18.2,9.1,227.4,1003,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-26T23:00:00,23.9,23.9,22.8,93.76,0,54.8,rain,0,0,20.3,9.2,229.4,1003,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T00:00:00,23.9,23.9,22.9,94.14,0.1,54.8,rain,0,0,22.3,9.4,231.3,1003,99.8,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T01:00:00,23.8,23.8,22.9,94.71,0,58.1,rain,0,0,22.2,9.5,234.2,1002.3,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T02:00:00,23.7,23.7,22.9,95.28,0,58.1,rain,0,0,22.1,9.6,237.1,1001.7,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T03:00:00,23.7,23.7,23,95.86,0.1,58.1,rain,0,0,22,9.7,240,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T04:00:00,23.6,23.6,23,96.05,0,58.1,rain,0,0,22.3,9.8,241.1,1001.3,100,22.7,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T05:00:00,23.6,23.6,23,96.25,0,58.1,rain,0,0,22.7,10,242.2,1001.7,99.9,21.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T06:00:00,23.6,23.6,23,96.44,0.3,58.1,rain,0,0,23,10.1,243.3,1002,99.9,19.8,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T07:00:00,24.1,24.1,23,93.96,0,54.8,rain,0,0,22.1,12.1,250.5,1002.3,99.9,21.2,29,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T08:00:00,24.6,24.6,23.1,91.56,0,54.8,rain,0,0,21.1,14.2,257.8,1002.7,100,22.7,58,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T09:00:00,25.1,25.1,23.2,89.22,0.3,54.8,rain,0,0,20.2,16.2,265,1003,100,24.1,87,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T10:00:00,25.8,25.8,23.3,86.11,0,54.8,rain,0,0,19.4,16,271.1,1002.7,98.3,24.1,165.7,0.6,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T11:00:00,26.6,26.6,23.5,83.13,0,54.8,rain,0,0,18.7,15.7,277.1,1002.3,96.5,24.1,244.3,0.9,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T12:00:00,27.4,30.6,23.7,80.27,0.3,54.8,rain,0,0,18,15.5,283.2,1002,94.8,24.1,323,1.2,3,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T13:00:00,27.7,31.2,23.7,78.56,0,64.5,rain,0,0,17.4,14.5,286.8,1001.3,96.5,18.3,417.7,1.5,4,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T14:00:00,28.1,31.8,23.7,76.9,0,64.5,rain,0,0,16.8,13.6,290.5,1000.7,98.3,12.6,512.3,1.9,5,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T15:00:00,28.5,32.4,23.7,75.28,3.6,64.5,rain,0,0,16.2,12.6,294.1,1000,100,6.8,607,2.2,6,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T16:00:00,28.1,31.9,23.8,77.83,0,64.5,rain,0,0,19,13,289.3,999.7,100,12.3,475.3,1.7,5,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T17:00:00,27.7,31.3,24,80.47,0,64.5,rain,0,0,21.7,13.3,284.6,999.3,100,17.8,343.7,1.3,3,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T18:00:00,27.3,30.7,24.2,83.2,3.3,64.5,rain,0,0,24.5,13.7,279.8,999,100,23.3,212,0.8,2,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T19:00:00,26.5,26.5,24,86,0,48.4,rain,0,0,23.9,12.2,275.2,999.7,100,23.6,141.3,0.5,0,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T20:00:00,25.8,25.8,23.8,88.92,0,48.4,rain,0,0,23.3,10.8,270.7,1000.3,100,23.8,70.7,0.3,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T21:00:00,25.1,25.1,23.7,91.95,2.8,48.4,rain,0,0,22.7,9.4,266.1,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T22:00:00,24.9,24.9,23.6,92.32,0,48.4,rain,0,0,22.4,9.7,263.6,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-27T23:00:00,24.9,24.9,23.6,92.68,0,48.4,rain,0,0,22.2,10.1,261,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T00:00:00,24.8,24.8,23.6,93.05,0.5,48.4,rain,0,0,22,10.4,258.5,1001,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T01:00:00,24.6,24.6,23.5,93.42,0,67.7,rain,0,0,21.5,10.1,261.8,1000.3,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T02:00:00,24.5,24.5,23.4,93.79,0,67.7,rain,0,0,21,9.7,265,999.7,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T03:00:00,24.4,24.4,23.4,94.16,0,67.7,rain,0,0,20.5,9.4,268.3,999,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T04:00:00,24.2,24.2,23.3,94.54,0,67.7,rain,0,0,19,9.6,267.7,999,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T05:00:00,24.1,24.1,23.2,94.91,0,67.7,rain,0,0,17.4,9.8,267.2,999,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T06:00:00,24,24,23.2,95.29,0,67.7,rain,0,0,15.8,10.1,266.6,999,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T07:00:00,24.9,24.9,23.5,91.58,0,61.3,rain,0,0,15.2,9.8,284.3,999.3,100,18.6,56,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T08:00:00,25.9,25.9,23.8,88.04,0,61.3,rain,0,0,14.6,9.6,302.1,999.7,100,13,112,0.5,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T09:00:00,26.9,29.8,24.1,84.67,1.5,61.3,rain,0,0,14,9.4,319.8,1000,100,7.5,168,0.6,2,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T10:00:00,27.7,31.5,24.2,81.28,0,61.3,rain,0,0,13.6,9.5,331,999.7,100,6.5,307,1.1,3,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T11:00:00,28.5,33.1,24.3,78.05,0,61.3,rain,0,0,13.1,9.6,342.1,999.3,100,5.6,446,1.6,4,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T12:00:00,29.4,34.6,24.5,74.97,8.4,61.3,rain,0,0,12.6,9.7,353.3,999,100,4.6,585,2.1,6,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T13:00:00,29.8,35.2,24.4,72.83,0,77.4,rain,0,0,13.4,10.7,236.9,997.7,100,10.4,657.3,2.4,7,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T14:00:00,30.2,35.8,24.3,70.76,0,77.4,rain,0,0,14.3,11.6,120.5,996.3,100,16.3,729.7,2.6,7,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T15:00:00,30.7,36.3,24.3,68.75,4,77.4,rain,0,0,15.1,12.6,4.1,995,100,22.1,802,2.9,8,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T16:00:00,29.8,35.2,24.5,73.41,0,77.4,rain,0,0,15.8,12.1,2.9,995,100,16.8,657,2.4,7,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T17:00:00,28.9,34,24.7,78.41,0,77.4,rain,0,0,16.6,11.6,1.8,995,100,11.4,512,1.8,5,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T18:00:00,28,32.6,25,83.78,5,77.4,rain,0,0,17.3,11.2,0.6,995,100,6.1,367,1.3,4,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T19:00:00,27.5,31.3,24.6,84.4,0,74.2,rain,0,0,17.6,10.8,7.2,995.3,100,7.8,244.7,0.9,0,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T20:00:00,27,30.1,24.2,85.02,0,74.2,rain,0,0,18,10.4,13.7,995.7,100,9.5,122.3,0.4,0,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T21:00:00,26.5,26.5,23.9,85.65,5.6,74.2,rain,0,0,18.4,10.1,20.3,996,100,11.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T22:00:00,26.3,26.3,23.8,86.5,0,74.2,rain,0,0,21.2,11,21,995.7,100,9.4,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-28T23:00:00,26.1,26.1,23.8,87.35,0,74.2,rain,0,0,24.1,12,21.6,995.3,100,7.5,0,0,0,10,"Rain, Overcast",rain,
